fold,n_train,n_test,n_test_papers,r2,mae,rmse,test_target_sd,train_target_sd,frac_test_inside_train_range,standardised_mean_diff
1,94,24,8,0.1512392559618659,61.295118967692055,90.3540043791524,100.18356114609344,169.9399283283098,1.0,-0.09372538074284013
2,94,24,8,0.0993596153865751,134.6684582265218,278.71403217832346,300.0024688808434,94.84585379214151,0.9166666666666666,0.11844475378851012
3,94,24,8,-0.0924444975336453,90.27214612325032,115.72446149246304,113.10119161586024,167.99217119730608,0.9166666666666666,-0.05328954746820224
4,95,23,8,-0.1022896601848171,52.4494760264521,73.86985755533328,71.94025491114027,172.75740075826715,1.0,0.043513565825592675
5,95,23,8,0.0948719301300158,69.03701437245245,87.46603249872734,94.00197710476489,170.2009817788941,1.0,-0.08428703670336207
