model,n_rows,n_papers,n_features,n_folds,r2_mean,r2_std,r2_median,mae_mean,mae_std,mae_median,rmse_mean,rmse_std,rmse_median,r2_min,r2_max,pooled_r2,pooled_mae,pooled_rmse
"XGBoost (real only, full descriptor set)",118,40,13,5,0.03014732875199888,0.11854448678748157,0.09487193013001582,81.54444274327375,32.830328179237554,69.03701437245245,129.2256776207999,84.92377868080753,90.35400437915239,-0.10228966018481711,0.15123925596186594,0.08108160357828054,81.897005413508,150.79345661665957
