spearman_rank_correlation,spearman_p_value,top3_overlap,top3_overlap_fraction,top5_overlap,top5_overlap_fraction,mean_abs_rank_change,max_abs_rank_change,mean_abs_norm_shap_change,n_features
0.8999999999999998,0.03738607346849874,3,1.0,5,1.0,0.4,1.0,0.01761329174041748,5
