fold,k,ratio,gen_seed,var_a,var_b,mi_real,mi_syn,mi_diff
1,2,1.0,1,interlayer_A,scan_rate_mV_s,0.13167523013698276,0.18023898367142094,0.048563753534438175
1,2,1.0,1,interlayer_A,layer_class,0.09111930885238935,0.12552954050964477,0.034410231657255416
1,2,1.0,1,target_cap_F_g,interlayer_A,0.24599861649491667,0.19030299722492153,-0.05569561926999514
1,2,1.0,1,target_cap_F_g,target_cap_F_g,1.0,1.0,0.0
1,2,1.0,1,target_cap_F_g,h2so4_M,0.2739375999872824,0.26035383100082093,-0.013583768986461464
1,2,1.0,1,target_cap_F_g,composition_family,0.19523576356725625,0.23914468599231306,0.04390892242505681
1,2,1.0,1,target_cap_F_g,scan_rate_mV_s,0.20647966880514146,0.18509598099350408,-0.02138368781163738
1,2,1.0,1,target_cap_F_g,layer_class,0.09968559788496818,0.20479256963984857,0.10510697175488039
1,2,1.0,1,h2so4_M,interlayer_A,0.13012676725268765,0.22582218136367416,0.0956954141109865
1,2,1.0,1,h2so4_M,target_cap_F_g,0.2739375999872824,0.26035383100082093,-0.013583768986461464
1,2,1.0,1,h2so4_M,h2so4_M,1.0,1.0,0.0
1,2,1.0,1,h2so4_M,composition_family,0.3022979047601231,0.3558509723956623,0.05355306763553924
1,2,1.0,1,h2so4_M,scan_rate_mV_s,0.1661094624487936,0.2365832181189356,0.070473755670142
1,2,1.0,1,h2so4_M,layer_class,0.017910851905708295,0.16770246080857443,0.14979160890286614
1,2,1.0,1,composition_family,interlayer_A,0.18284034185862033,0.2326964961040288,0.04985615424540846
1,2,1.0,1,composition_family,target_cap_F_g,0.19523576356725625,0.23914468599231306,0.04390892242505681
1,2,1.0,1,composition_family,h2so4_M,0.3022979047601231,0.3558509723956623,0.05355306763553924
1,2,1.0,1,composition_family,composition_family,1.0,1.0,0.0
1,2,1.0,1,composition_family,scan_rate_mV_s,0.1978387349456568,0.25567501187436387,0.057836276928707075
1,2,1.0,1,composition_family,layer_class,0.1262308376206321,0.11143094637644967,-0.014799891244182448
1,2,1.0,1,scan_rate_mV_s,interlayer_A,0.13167523013698276,0.18023898367142094,0.048563753534438175
1,2,1.0,1,scan_rate_mV_s,target_cap_F_g,0.20647966880514146,0.18509598099350408,-0.02138368781163738
1,2,1.0,1,scan_rate_mV_s,h2so4_M,0.1661094624487936,0.2365832181189356,0.070473755670142
1,2,1.0,1,scan_rate_mV_s,composition_family,0.1978387349456568,0.25567501187436387,0.057836276928707075
1,2,1.0,1,scan_rate_mV_s,scan_rate_mV_s,1.0,1.0,0.0
1,2,1.0,1,scan_rate_mV_s,layer_class,0.08806254932415215,0.06106689575806851,-0.026995653566083647
1,2,1.0,1,layer_class,interlayer_A,0.09111930885238935,0.12552954050964477,0.034410231657255416
1,2,1.0,1,layer_class,target_cap_F_g,0.09968559788496818,0.20479256963984857,0.10510697175488039
1,2,1.0,1,layer_class,h2so4_M,0.017910851905708295,0.16770246080857443,0.14979160890286614
1,2,1.0,1,layer_class,composition_family,0.1262308376206321,0.11143094637644967,-0.014799891244182448
1,2,1.0,1,layer_class,scan_rate_mV_s,0.08806254932415215,0.06106689575806851,-0.026995653566083647
1,2,1.0,1,layer_class,layer_class,1.0,1.0,0.0
1,2,1.0,2,interlayer_A,interlayer_A,1.0,1.0,0.0
1,2,1.0,2,interlayer_A,target_cap_F_g,0.24599861649491667,0.22711584281678404,-0.018882773678132625
1,2,1.0,2,interlayer_A,h2so4_M,0.13012676725268765,0.12093801256033058,-0.009188754692357068
1,2,1.0,2,interlayer_A,composition_family,0.18284034185862033,0.2737125980496423,0.09087225619102199
1,2,1.0,2,interlayer_A,scan_rate_mV_s,0.13167523013698276,0.18813901856180712,0.05646378842482436
1,2,1.0,2,interlayer_A,layer_class,0.09111930885238935,0.16567224733311856,0.0745529384807292
1,2,1.0,2,target_cap_F_g,interlayer_A,0.24599861649491667,0.22711584281678404,-0.018882773678132625
1,2,1.0,2,target_cap_F_g,target_cap_F_g,1.0,1.0,0.0
1,2,1.0,2,target_cap_F_g,h2so4_M,0.2739375999872824,0.26362369271104896,-0.010313907276233436
1,2,1.0,2,target_cap_F_g,composition_family,0.19523576356725625,0.27820051536587886,0.08296475179862262
1,2,1.0,2,target_cap_F_g,scan_rate_mV_s,0.20647966880514146,0.28776251506351275,0.08128284625837129
1,2,1.0,2,target_cap_F_g,layer_class,0.09968559788496818,0.23494939451276894,0.13526379662780075
1,2,1.0,2,h2so4_M,interlayer_A,0.13012676725268765,0.12093801256033058,-0.009188754692357068
1,2,1.0,2,h2so4_M,target_cap_F_g,0.2739375999872824,0.26362369271104896,-0.010313907276233436
1,2,1.0,2,h2so4_M,h2so4_M,1.0,1.0,0.0
1,2,1.0,2,h2so4_M,composition_family,0.3022979047601231,0.19204725314785598,-0.1102506516122671
1,2,1.0,2,h2so4_M,scan_rate_mV_s,0.1661094624487936,0.12043199059773554,-0.045677471851058055
1,2,1.0,2,h2so4_M,layer_class,0.017910851905708295,0.0711950993667824,0.0532842474610741
1,2,1.0,2,composition_family,interlayer_A,0.18284034185862033,0.2737125980496423,0.09087225619102199
1,2,1.0,2,composition_family,target_cap_F_g,0.19523576356725625,0.27820051536587886,0.08296475179862262
1,2,1.0,2,composition_family,h2so4_M,0.3022979047601231,0.19204725314785598,-0.1102506516122671
1,2,1.0,2,composition_family,composition_family,1.0,1.0,0.0
